id,red1,red2,red3,red4,red5,red6,blue
2019117,3,5,11,28,32,33,1
2019116,1,8,9,13,16,33,1
2019115,4,10,11,14,15,29,5
2019114,2,4,9,11,12,30,1
2019113,1,5,19,21,25,33,15
2019112,3,12,14,17,23,27,1
2019111,7,18,20,22,24,33,1
2019110,1,18,22,26,27,28,8
2019109,3,6,7,17,28,31,10
2019108,7,13,19,22,25,32,13
2019107,2,6,8,23,27,32,2
2019106,2,14,22,27,30,33,14
2019105,2,13,15,17,26,33,1
2019104,1,5,16,17,18,24,10
2019103,4,12,14,21,27,29,12
2019102,3,8,12,16,20,32,12
2019101,1,4,9,21,31,33,5
2019100,1,4,12,13,30,32,8
2019099,7,14,22,23,27,30,8
2019098,3,11,12,14,17,26,9
2019097,3,5,18,24,25,31,9
2019096,5,7,12,18,27,32,11
2019095,2,5,14,19,21,28,1
2019094,5,10,12,18,19,27,6
2019093,5,7,8,9,20,22,2
2019092,9,17,27,28,32,33,8
2019091,7,10,21,24,29,32,11
2019090,2,3,6,8,14,22,4
2019089,2,4,14,16,20,22,11
2019088,13,14,15,21,23,29,13
2019087,4,5,7,9,21,30,4
2019086,16,22,24,26,28,31,6
2019085,1,4,14,18,24,29,4
2019084,4,8,14,18,20,27,3
2019083,6,15,17,26,28,31,3
2019082,7,16,19,22,24,28,2
2019081,5,24,27,29,31,32,10
2019080,3,6,8,20,24,32,7
2019079,1,3,6,9,19,31,16
2019078,1,17,27,29,31,33,12
2019077,9,11,13,18,21,22,15
2019076,12,15,19,20,29,32,14
2019075,5,8,20,22,31,33,3
2019074,12,21,27,29,31,33,4
2019073,1,2,6,12,16,18,8
2019072,2,9,13,15,22,30,15
2019071,1,8,19,24,29,30,4
2019070,6,15,18,19,24,32,9
2019069,6,11,16,19,21,25,1
2019068,3,14,20,24,26,33,10
2019067,4,6,8,11,30,33,11
2019066,1,14,17,20,22,32,4
2019065,6,9,11,15,20,26,10
2019064,12,20,24,25,30,33,12
2019063,1,14,19,22,29,31,16
2019062,7,13,16,23,26,30,1
2019061,3,17,19,24,27,31,12
2019060,3,4,14,20,23,27,1
2019059,4,5,7,9,16,18,6
2019058,7,8,12,21,23,27,12
2019057,4,5,6,8,13,18,16
2019056,13,14,17,19,21,29,1
2019055,1,6,11,15,19,31,10
2019054,7,10,11,15,24,26,11
2019053,4,16,22,25,29,31,8
2019052,3,6,9,13,16,19,16
2019051,8,9,10,13,15,28,9
2019050,4,6,10,11,21,23,2
2019049,3,10,13,22,23,28,15
2019048,3,7,10,12,18,29,10
2019047,3,11,18,25,30,33,14
2019046,2,12,16,22,25,32,6
2019045,1,6,17,19,27,31,14
2019044,6,14,16,17,23,29,7
2019043,1,6,12,13,24,32,13
2019042,15,17,19,22,25,26,4
2019041,2,9,13,23,24,26,16
2019040,5,6,9,18,23,31,11
2019039,6,7,11,14,27,32,8
2019038,9,12,21,27,29,30,5
2019037,1,7,12,14,18,25,10
2019036,2,10,13,16,23,32,8
2019035,1,5,7,9,10,20,16
2019034,9,11,15,22,24,26,3
2019033,9,15,19,21,23,29,15
2019032,4,8,9,13,28,33,4
2019031,3,13,15,18,21,33,16
2019030,4,5,7,10,12,22,16
2019029,8,11,17,23,32,33,10
2019028,4,19,22,26,29,30,11
2019027,2,6,8,10,11,17,13
2019026,3,13,15,19,20,27,14
2019025,15,16,21,27,30,33,4
2019024,1,8,23,25,28,29,10
2019023,1,10,14,15,18,31,13
2019022,3,7,11,21,30,33,7
2019021,2,5,7,8,20,27,4
2019020,2,12,13,23,27,28,12
2019019,3,11,17,18,24,25,6
2019018,4,11,18,19,26,32,4
2019017,4,5,24,28,30,33,9
2019016,5,7,9,11,19,25,5
2019015,11,15,16,20,24,31,4
2019014,1,2,3,14,19,33,3
2019013,5,7,14,16,18,21,1
2019012,7,10,21,23,31,33,14
2019011,10,13,19,21,24,30,7
2019010,2,4,5,8,11,30,2
2019009,1,7,10,22,31,32,15
2019008,2,6,9,13,28,32,12
2019007,6,10,14,15,19,23,15
2019006,1,5,10,19,26,28,12
2019005,21,22,26,28,31,32,7
2019004,8,12,16,19,26,32,3
2019003,13,17,20,21,22,27,1
2019002,4,5,6,8,9,18,11
2019001,6,10,13,15,32,33,15
2018153,1,7,17,23,25,31,11
2018152,4,14,16,23,28,29,3
2018151,5,15,19,25,26,29,15
2018150,6,8,15,19,20,31,5
2018149,1,7,8,10,12,24,1
2018148,3,6,18,19,21,31,1
2018147,3,15,17,23,27,30,11
2018146,2,10,11,17,18,29,16
2018145,3,9,13,22,23,25,6
2018144,8,13,17,18,20,27,13
2018143,4,6,15,28,32,33,14
2018142,5,8,10,11,27,28,11
2018141,11,14,16,18,24,33,4
2018140,1,15,20,22,25,28,14
2018139,11,18,20,23,31,32,15
2018138,1,10,25,27,30,32,9
2018137,3,5,11,15,20,23,9
2018136,10,12,15,25,26,27,14
2018135,1,3,6,10,11,29,16
2018134,3,16,18,31,32,33,12
2018133,2,4,11,12,18,32,13
2018132,1,2,9,10,15,22,6
2018131,21,22,24,31,32,33,1
2018130,5,12,17,18,24,28,12
2018129,2,4,6,16,18,19,16
2018128,6,7,8,19,22,23,2
2018127,2,5,6,7,11,15,12
2018126,1,6,8,9,14,22,5
2018125,3,10,11,14,15,32,2
2018124,9,13,14,19,22,25,2
2018123,13,21,24,27,31,32,1
2018122,5,7,20,22,30,32,10
2018121,6,8,14,19,23,25,11
2018120,3,4,18,26,27,33,1
2018119,3,13,14,16,25,27,12
2018118,8,12,21,22,27,31,9
2018117,8,11,15,17,23,25,5
2018116,5,14,17,22,23,28,15
2018115,1,13,19,24,26,29,11
2018114,1,7,15,16,20,27,14
2018113,1,6,9,16,25,26,9
2018112,5,8,18,25,26,31,4
2018111,1,7,14,24,25,28,8
2018110,11,13,16,21,22,23,2
2018109,10,11,18,23,31,33,15
2018108,5,13,18,21,26,30,2
2018107,1,2,5,12,20,22,1
2018106,4,18,19,24,25,26,10
2018105,4,5,13,18,19,25,1
2018104,2,3,6,19,25,29,1
2018103,2,9,15,22,23,24,16
2018102,2,6,11,19,21,28,5
2018101,1,3,14,26,29,33,9
2018100,2,11,14,15,29,33,2
2018099,3,7,8,14,25,32,6
2018098,6,10,11,20,29,32,13
2018097,1,2,17,20,25,28,13
2018096,1,5,9,20,28,32,12
2018095,10,11,12,21,26,33,9
2018094,4,7,16,20,24,30,5
2018093,4,18,20,21,29,33,7
2018092,6,10,16,19,24,33,16
2018091,6,11,13,17,25,32,7
2018090,1,2,4,10,14,23,7
2018089,6,9,12,14,18,27,14
2018088,3,5,12,29,30,32,14
2018087,1,5,10,16,18,31,3
2018086,2,7,17,21,23,26,16
2018085,4,10,25,26,30,33,6
2018084,5,6,8,12,22,24,3
2018083,4,9,18,21,32,33,3
2018082,6,12,14,20,22,24,9
2018081,1,2,12,16,20,26,3
2018080,4,7,13,20,29,33,3
2018079,14,15,17,22,24,29,13
2018078,3,10,14,17,18,30,12
2018077,2,5,9,15,20,24,10
2018076,3,7,8,15,29,30,13
2018075,7,9,12,13,22,24,11
2018074,9,11,14,20,27,30,9
2018073,2,9,14,15,16,23,10
2018072,11,16,19,22,25,30,8
2018071,2,5,6,13,16,19,3
2018070,4,9,15,16,19,27,10
2018069,6,13,17,19,23,31,12
2018068,8,10,17,20,27,30,1
2018067,1,4,9,12,15,18,5
2018066,9,16,17,19,22,26,10
2018065,1,4,6,14,28,33,1
2018064,2,5,10,11,17,21,5
2018063,5,6,10,16,20,25,12
2018062,2,18,19,24,25,33,11
2018061,9,10,11,12,18,23,7
2018060,4,8,13,25,30,31,10
2018059,4,6,8,13,22,32,11
2018058,7,12,13,16,26,31,7
2018057,5,15,17,19,20,30,13
2018056,1,3,6,20,21,26,1
2018055,7,9,10,12,22,26,7
2018054,4,6,18,22,25,33,16
2018053,1,4,10,11,14,27,6
2018052,3,5,6,9,15,32,14
2018051,5,7,20,23,27,31,4
2018050,1,2,4,10,18,19,7
2018049,1,3,4,11,19,23,2
2018048,1,12,20,25,30,31,2
2018047,6,7,12,16,22,25,7
2018046,10,13,14,18,20,31,3
2018045,3,4,6,25,26,30,1
2018044,5,9,12,17,27,30,6
2018043,1,4,6,8,21,24,7
2018042,6,10,21,28,29,31,12
2018041,7,8,20,23,24,32,13
2018040,1,3,8,13,18,23,16
2018039,8,12,18,19,23,32,3
2018038,15,23,24,25,28,29,9
2018037,1,6,7,8,27,30,10
2018036,8,17,24,26,28,33,4
2018035,7,10,11,17,23,28,15
2018034,1,5,11,22,23,26,15
2018033,4,19,20,22,28,33,6
2018032,21,22,23,24,25,32,6
2018031,2,16,18,19,27,30,14
2018030,13,14,20,21,25,33,7
2018029,1,2,9,14,22,25,5
2018028,3,8,11,14,18,23,16
2018027,2,7,9,14,18,28,5
2018026,4,7,12,14,26,32,4
2018025,4,13,16,19,21,25,14
2018024,11,19,22,26,31,32,2
2018023,12,15,16,21,26,29,16
2018022,7,14,19,21,22,23,3
2018021,3,4,6,11,23,28,14
2018020,6,9,10,14,28,30,5
2018019,3,11,12,16,21,23,9
2018018,2,12,13,18,25,27,7
2018017,3,6,11,26,30,32,12
2018016,1,11,12,18,25,27,16
2018015,11,15,20,21,26,33,15
2018014,9,12,20,24,28,31,7
2018013,6,8,13,15,22,33,6
2018012,11,12,13,19,26,28,12
2018011,3,10,21,23,27,33,11
2018010,1,8,17,20,21,22,3
2018009,5,10,17,23,26,32,7
2018008,5,9,10,12,17,19,13
2018007,13,14,20,25,27,31,12
2018006,2,7,8,9,17,29,11
2018005,2,20,21,28,31,33,6
2018004,14,18,19,26,30,31,11
2018003,1,14,16,17,20,31,4
2018002,7,18,24,29,31,33,16
2018001,1,8,11,26,28,31,4
2017154,5,9,13,15,18,26,5
2017153,7,11,12,13,18,19,16
2017152,6,10,23,25,26,29,5
2017151,2,5,7,9,11,27,16
2017150,6,14,19,20,21,23,8
2017149,5,8,15,20,27,30,13
2017148,4,7,11,14,29,32,12
2017147,3,7,20,21,25,31,14
2017146,1,19,25,26,27,33,10
2017145,2,6,12,17,25,28,12
2017144,3,14,16,20,31,32,9
2017143,4,6,9,14,20,29,14
2017142,8,13,14,18,23,33,6
2017141,1,6,7,11,13,15,5
2017140,21,22,25,28,29,30,8
2017139,2,14,20,24,28,32,16
2017138,1,17,24,28,32,33,2
2017137,5,10,20,23,26,31,3
2017136,3,7,10,18,21,24,12
2017135,1,6,7,14,18,26,16
2017134,4,5,11,14,28,32,4
2017133,6,15,17,18,23,30,11
2017132,2,3,5,9,13,28,11
2017131,1,7,10,11,26,27,11
2017130,5,13,14,23,25,31,2
2017129,5,6,9,14,21,33,2
2017128,2,6,13,22,29,31,8
2017127,14,15,21,24,27,32,12
2017126,1,16,17,21,27,30,16
2017125,1,14,23,25,29,30,3
2017124,2,6,11,26,28,29,3
2017123,4,5,6,11,21,31,10
2017122,11,20,21,22,24,27,15
2017121,11,18,19,22,24,32,7
2017120,8,10,15,19,23,28,16
2017119,9,16,21,25,26,31,14
2017118,8,9,15,22,30,33,16
2017117,1,2,8,11,14,21,9
2017116,2,14,20,22,30,32,2
2017115,4,10,11,25,30,31,1
2017114,6,12,13,15,18,26,13
2017113,4,6,16,27,29,33,5
2017112,3,10,14,16,22,23,11
2017111,5,10,17,19,29,32,12
2017110,1,3,12,15,19,23,14
2017109,8,14,16,18,21,23,16
2017108,7,12,14,15,17,20,1
2017107,8,9,15,17,30,32,6
2017106,12,15,20,25,27,31,2
2017105,3,6,7,12,25,26,7
2017104,1,14,15,20,23,30,14
2017103,1,21,23,25,31,33,1
2017102,4,8,10,14,18,20,11
2017101,1,4,11,28,31,32,16
2017100,4,7,8,18,23,24,2
2017099,2,5,6,16,28,29,4
2017098,4,19,22,27,30,33,1
2017097,5,10,18,19,30,31,3
2017096,2,6,11,12,19,29,6
2017095,9,10,12,19,22,29,16
2017094,8,11,13,19,28,31,6
2017093,7,8,9,15,22,27,12
2017092,10,18,19,29,32,33,9
2017091,5,7,10,23,28,29,3
2017090,1,7,10,16,22,33,9
2017089,11,12,13,16,23,25,12
2017088,7,9,18,22,23,29,6
2017087,3,6,13,14,19,28,6
2017086,3,5,6,13,20,22,7
2017085,1,5,6,16,25,30,9
2017084,1,5,11,20,22,24,2
2017083,3,8,14,20,24,26,12
2017082,14,18,21,25,28,29,10
2017081,3,5,14,25,26,30,5
2017080,1,12,16,20,22,24,8
2017079,3,7,14,23,25,27,8
2017078,5,7,18,19,22,24,16
2017077,1,2,4,15,17,22,14
2017076,1,4,8,9,14,15,13
2017075,1,3,6,19,21,29,7
2017074,2,6,16,23,30,31,2
2017073,3,6,16,23,26,30,14
2017072,6,11,14,23,26,30,2
2017071,2,3,6,14,31,32,3
2017070,1,6,14,22,25,26,12
2017069,2,11,12,23,29,31,5
2017068,2,6,10,22,30,31,15
2017067,1,3,4,10,18,29,4
2017066,1,4,6,17,19,26,3
2017065,2,5,8,10,12,21,7
2017064,2,10,16,22,24,28,15
2017063,12,16,20,22,25,31,4
2017062,1,7,22,24,26,31,10
2017061,6,7,12,20,26,27,11
2017060,5,10,13,24,26,31,4
2017059,4,8,9,15,19,25,9
2017058,1,9,13,22,28,32,11
2017057,18,20,22,23,30,31,16
2017056,13,14,18,19,21,28,6
2017055,7,12,13,20,24,31,5
2017054,2,3,9,23,28,33,8
2017053,4,9,11,15,29,31,6
2017052,7,8,18,24,29,31,7
2017051,2,5,9,15,24,25,11
2017050,10,12,20,24,27,29,7
2017049,1,8,14,15,20,29,10
2017048,5,8,9,14,15,19,7
2017047,2,5,8,10,32,33,2
2017046,4,13,14,23,26,32,10
2017045,5,7,16,20,21,25,5
2017044,8,16,19,21,31,32,6
2017043,8,13,16,23,27,31,8
2017042,1,2,4,7,10,23,4
2017041,4,10,13,15,22,27,4
2017040,15,19,23,28,29,33,4
2017039,2,4,12,14,17,24,15
2017038,1,4,8,13,24,27,5
2017037,11,15,20,22,25,30,5
2017036,1,2,5,10,24,27,15
2017035,1,6,14,24,28,32,12
2017034,4,7,8,19,32,33,13
2017033,5,7,15,20,23,30,15
2017032,5,8,15,24,27,31,11
2017031,6,10,16,26,27,29,3
2017030,1,7,9,20,23,30,2
2017029,2,15,21,23,25,30,10
2017028,7,8,12,13,22,30,9
2017027,2,4,11,14,27,30,5
2017026,3,10,12,19,27,30,8
2017025,2,15,16,17,22,32,7
2017024,9,21,25,26,29,31,13
2017023,1,3,4,11,18,22,14
2017022,2,6,15,16,18,32,15
2017021,2,5,10,22,32,33,9
2017020,4,8,10,12,31,33,10
2017019,4,6,8,12,23,25,8
2017018,1,2,3,17,25,31,9
2017017,3,7,8,10,22,23,12
2017016,5,8,16,22,27,29,2
2017015,1,8,9,14,17,32,1
2017014,6,8,18,20,23,31,13
2017013,8,11,28,29,31,33,6
2017012,10,11,14,15,16,24,7
2017011,10,11,12,23,26,29,16
2017010,5,8,19,25,28,30,7
2017009,2,6,8,9,15,29,14
2017008,7,13,15,27,28,29,13
2017007,2,4,5,24,26,33,15
2017006,2,4,8,26,29,33,8
2017005,6,11,12,22,23,30,5
2017004,5,13,17,26,27,30,7
2017003,1,4,8,15,27,32,16
2017002,15,19,23,24,25,32,3
2017001,9,11,14,20,25,26,15
2016153,7,9,16,24,25,29,6
2016152,2,8,9,16,20,22,7
2016151,6,11,16,20,22,33,7
2016150,2,4,5,9,13,21,5
2016149,3,20,23,26,32,33,7
2016148,1,2,11,20,26,30,14
2016147,4,14,18,28,31,32,12
2016146,3,7,15,16,17,23,10
2016145,1,3,7,12,19,20,6
2016144,4,10,12,27,32,33,5
2016143,6,9,23,24,25,33,13
2016142,1,10,17,21,23,30,12
2016141,4,13,15,17,21,24,15
2016140,1,2,5,17,26,32,10
2016139,1,6,19,26,28,30,3
2016138,7,16,20,24,25,30,7
2016137,1,6,9,10,15,32,14
2016136,2,7,10,20,27,29,3
2016135,2,8,10,18,20,33,12
2016134,11,12,13,14,18,33,13
2016133,15,16,21,22,27,33,15
2016132,5,8,13,19,27,28,7
2016131,4,10,18,19,25,27,2
2016130,3,17,21,23,27,28,1
2016129,5,6,8,21,31,33,14
2016128,4,9,11,17,26,27,13
2016127,7,12,17,26,29,31,16
2016126,2,6,12,17,18,19,10
2016125,1,6,8,20,27,30,3
2016124,9,15,21,24,27,32,10
2016123,7,9,12,14,20,27,16
2016122,15,22,23,24,28,29,8
2016121,2,3,10,23,25,28,9
2016120,2,5,6,21,25,28,9
2016119,9,19,21,30,31,32,4
2016118,9,14,22,23,31,33,14
2016117,3,10,14,17,28,33,2
2016116,7,18,20,23,27,31,13
2016115,6,8,20,22,26,27,9
2016114,5,16,20,22,27,29,9
2016113,1,11,16,17,20,26,14
2016112,6,12,14,15,18,25,12
2016111,2,4,7,14,15,32,4
2016110,5,7,28,31,32,33,8
2016109,9,11,15,16,27,33,5
2016108,2,3,7,8,19,26,16
2016107,6,11,18,26,27,32,1
2016106,4,5,13,22,25,30,4
2016105,8,10,19,27,28,31,16
2016104,5,9,11,18,30,31,4
2016103,1,5,13,19,24,27,11
2016102,5,8,10,14,17,30,13
2016101,1,3,19,24,32,33,1
2016100,3,10,22,23,27,29,4
2016099,1,11,21,23,27,33,6
2016098,2,8,25,29,31,32,6
2016097,6,13,25,26,28,31,1
2016096,6,13,14,21,22,24,16
2016095,1,5,9,12,18,32,12
2016094,6,7,10,12,18,31,10
2016093,6,9,15,17,25,27,9
2016092,2,13,15,23,24,29,6
2016091,4,8,14,22,23,28,7
2016090,2,13,17,20,21,26,7
2016089,1,3,14,30,31,32,8
2016088,3,14,16,18,25,33,15
2016087,2,3,10,11,14,21,12
2016086,9,10,11,12,15,32,5
2016085,1,12,19,20,21,25,16
2016084,2,4,12,18,24,26,5
2016083,9,16,17,24,30,31,4
2016082,6,12,14,15,17,20,9
2016081,2,6,15,25,30,32,7
2016080,1,16,17,24,25,32,14
2016079,1,3,10,12,24,28,2
2016078,2,4,8,23,26,29,2
2016077,1,9,17,19,20,29,10
2016076,7,8,13,22,30,32,1
2016075,1,3,6,16,29,32,7
2016074,6,10,11,12,20,25,12
2016073,9,11,12,15,16,20,13
2016072,5,16,19,22,24,25,2
2016071,19,21,26,28,29,32,1
2016070,3,6,11,18,23,29,1
2016069,8,10,11,20,21,27,11
2016068,8,19,23,28,31,32,1
2016067,9,13,18,20,27,31,4
2016066,3,7,13,18,19,20,5
2016065,13,16,22,25,26,27,14
2016064,3,12,14,17,19,26,3
2016063,16,17,18,23,28,32,7
2016062,12,13,15,18,19,21,9
2016061,5,6,8,18,20,32,8
2016060,4,5,22,26,29,32,8
2016059,4,11,12,20,25,28,15
